sentence,fuel,machine,others,part,price,service
"Xenia inggih punika mobil sane hemat bahan bakar (wantah 2 liter), hemat bahan bakar ring suku cadang (wantah akidik suku cadang).",positive,neutral,neutral,positive,neutral,neutral
Interior mobil Avanza Veloz puniki taler sampun kakaryanin dados kabin Avanza Veloz antuk penampilan sane sayan modern lan elegan.,neutral,neutral,neutral,positive,neutral,neutral
"Sampun sinah desain Mazda CX-3 puniki sayan menarik yening kacingak saking arep, sisi lan ungkur.",neutral,neutral,neutral,positive,neutral,neutral
"Sekadi mangkin durung naenin wenten pikobet lan mesine tangguh lan awet, becik anggen margi menek ring gunung. Cutetne, Avanza punika sane pinih becik.",neutral,positive,positive,neutral,neutral,neutral
"Desain interior CX3 puniki joh lebih sederhana, lebih elegan lan berkelas tekening CHR sane kacingak rumit.",neutral,neutral,neutral,negative,neutral,neutral
"Wah, Bengkel Honda resmi tuh cicing keneh... Di dini malah nyame-nyame luwih apang.",neutral,neutral,neutral,neutral,negative,neutral
Jazz madue daya tarik sane becikan ring Brio .,neutral,negative,neutral,neutral,neutral,neutral
"Manut titiang, saking perspektif visual, Brio puniki mewah yadiastun madue fitur sane minimal lan saking segi prestise, punika taler mabinayan.",neutral,neutral,positive,negative,neutral,neutral
Batis HRV punika kacingak nenten kukuh,neutral,neutral,neutral,negative,neutral,neutral
Ignis inggih punika mobil kota sane pinih maal antuk poin-poin ring ajeng .,neutral,neutral,neutral,neutral,positive,neutral
Sejangkepnyane Avanza punika becik sajabaning konsumsi bensinnyane sane boros pisan.,negative,neutral,positive,neutral,neutral,neutral
"Wantah asiki kelemahan, guncangan punika keras, keras, keras, keras",neutral,neutral,neutral,negative,neutral,neutral
Tiang meled pesaing anyar sane medal antuk model lan fitur sane anyaran. Avanza puniki kari wenten ring manah titiang .,neutral,neutral,positive,neutral,neutral,neutral
"1:15 bensin ring jaba kota (sampun ekonomis pisan, nggih?) lincah ring bucu, nanging tetep standar.",positive,positive,neutral,neutral,neutral,neutral
"Tiang demen pisan teken Xenia, murah anggon miara, gampang anggon, tur suku cadangne ??tusing apa-apa.",neutral,neutral,positive,positive,neutral,positive
"Kapasitas Avanza punika wiakti ageng, volume kamarnyane jimbar",neutral,neutral,neutral,positive,neutral,neutral
"Tiang madue avanza g 2008, tiang wawu numbas ring bulan juni sane lintang saking tunas toyota. raris kopling punika agak berat .",neutral,neutral,neutral,negative,neutral,neutral
Tiang wawu polih prestise HRV ring panguntat warsa 2017. Sejangkepnyane becik pisan antuk nunggang.,neutral,neutral,positive,neutral,neutral,neutral
"Wah, Wuling Formo sane mesin 1200 cc punika menarik antuk harga sane kompetitif.",neutral,positive,neutral,neutral,negative,neutral
"Tiang taler seneng pisan santukan ruang bagasi Avanza punika prasida nampung ngantos 5 tas sane ageng sane kasusun rapi ke duur. yadiastun akeh makta barang, pastika pacang cocok",neutral,neutral,neutral,positive,neutral,neutral
"Fitur keselamatan puniki cukup anggen ngangkat kasta Avanza mangda setara sareng MPV sane rendah sane lianan sane sadurungnyane sampun nganggen airbag keren, ya?",neutral,neutral,neutral,positive,neutral,neutral
"Konsumsi bahan bakar Toyota Avanza Veloz punika 12,5 liter per kilometer, punika sujatine boros.",negative,neutral,neutral,neutral,neutral,neutral
"Yening nenten jagi nglebur jinah, sampunang numbas Scoopy .",negative,neutral,neutral,neutral,neutral,neutral
"Yening downshift lan tetep full throttle, rasane rpm tuah menek, nanging dayane suwung lan mesine sesai ngae suara ngetok.",neutral,negative,neutral,neutral,neutral,neutral
Tiang demen teken Fortuner krana ia lebih lincah tekening Ertiga ane ngelah daya lemah.,neutral,negative,neutral,neutral,neutral,neutral
"Mending Pajero, sederhana, sing kebanyakan desain.",neutral,neutral,neutral,positive,neutral,neutral
"Wuling inggih punika mobil sane tangguh ring makasami medan, hemat bahan bakar, madue desain sane dinamis lan mewah, ditambah harga sane pastika terjangkau.",positive,positive,neutral,positive,positive,neutral
Xpander puniki MPV sane pinih becik anggen jadma sane ngarereh mobil MPV sane canggih .,neutral,neutral,positive,neutral,neutral,neutral
"Saget anake ngelirik Xpander, kesannyane pastika desainnyane keren.",neutral,neutral,neutral,positive,neutral,neutral
Napi mawinan pelayanan ring AHAS Terang Anugerah Pamulang sayan kaon?,neutral,neutral,neutral,neutral,neutral,negative
"Tiang suba nganggon Avanza di luar kota uli semengan kanti sanja, mesin lan ACne idup non-stop, nanging tusing tuun.",neutral,positive,neutral,positive,neutral,neutral
"Yening mesin lan penampilannyane unggul, Brio Satya punika. nanging Karimun punika alus tur murahan.",neutral,positive,neutral,positive,positive,neutral
Toyota Avanza Veloz sane anyar puniki nganggen mesin Dual VVT - i sane sadurungnyane nganggen VVT - i tunggal. bos sané tegteg,neutral,positive,neutral,neutral,neutral,neutral
"Layanan @DaihatsuInd ring bengkel Daihatsu maal pisan, suku cadang kari becik, nunas CS/mekanik mangda ganti. Asiki layanan 2 yuta",neutral,neutral,neutral,neutral,neutral,negative
Mobilio ireng puniki cukup ngawinang anake angob lan nganggen punika karasayang dashing .,neutral,neutral,positive,neutral,neutral,neutral
Brio puniki pinih cocok antuk para sisia santukan gayanyane sane sederhana lan minimalis .,neutral,neutral,neutral,positive,neutral,neutral
"Titiang puniki sopir operasional. Anggén Altis v. Antuk mesine, tiang ngakuin sampun becik. tarikannyane mantap, penanganannyane wow.",neutral,positive,neutral,positive,neutral,neutral
Xenia Xi Sporty makasami puas sareng mobil puniki,neutral,neutral,positive,neutral,neutral,neutral
pilihanne ulung di Xenia krana faktor harga lan layanan Xenia pastika lebih murah hehe.,neutral,neutral,neutral,neutral,positive,positive
Awak Vario punika lebih kokoh tekening Mio .,neutral,neutral,neutral,negative,neutral,neutral
Agya punika mobil sane becik tur keren .,neutral,neutral,positive,positive,neutral,neutral
"Nah, masa kudu ngantos setahun munggah ngidaang inden Xpander, kecewa!",neutral,neutral,neutral,neutral,neutral,negative
"Sekadi mangkin nganggen Xexi, sampun cukup irit",positive,neutral,neutral,neutral,neutral,neutral
"Kenyamanannyane doh unggul ring Xpander, punika lebih kedap suara lan guncangannyane nyaman pisan. Pangargannyane taler langkung murah .",neutral,neutral,positive,neutral,positive,neutral
Desain dasbor interior Avanza puniki kacingak sayan mewah lan bergaya .,neutral,neutral,neutral,positive,neutral,neutral
Kinerja mesin Rush taler nenten kalah sareng SUV sane lianan .,neutral,positive,neutral,neutral,neutral,neutral
"Tiang suba makelo nganggon Xenia, ene pertama tiang ngelah ane ACne jelek lan kursine kaku.",neutral,neutral,neutral,negative,neutral,neutral
"Tiang suba meli ane 2019 nanging ada kekurangan abesik, kursine tusing ja nyaman pesan.",neutral,neutral,neutral,negative,neutral,neutral
"Honda Beat Street inggih punika sepeda motor sane prasida kabaos murah, nanging nenten murah. Santukan tiosan ring keren, taler dangan pisan kauwah.",neutral,neutral,positive,neutral,positive,neutral
Kursi penumpang mobil Wuling Formo kacingak nyaman .,neutral,neutral,neutral,positive,neutral,neutral
"Nissan GL tuh kaya kurang ajeg banget, ya.",neutral,neutral,negative,neutral,neutral,neutral
"Xenia 1:8 - 9 masih boros, bos, krana awakne gede tur ccne cenik, minab.",negative,neutral,neutral,neutral,neutral,neutral
"Dija ja cening majalan, yadiastun jarakne cenik utawi joh, masih nyaman nganggon Scooy. Akeh kapasitas bagasi lan mesine nenten gelis panes.",neutral,positive,positive,positive,neutral,neutral
"Tiang ngelah mobil grand livina xv 2011, ento hemat bahan bakar, bro.",positive,neutral,neutral,neutral,neutral,neutral
"Becik pisan nganggen Brio, pasarne taler stabil",neutral,neutral,positive,neutral,positive,neutral
Kenyamanan Vario punika unggul ring Mio.,neutral,neutral,negative,neutral,neutral,neutral
"Harga jual dlx sane mawarna biru punika taler tegeh. Katumbas ring warsa 2004 antuk jinah sawatara 80 yuta, kaadol ring warsa 2009 antuk jinah 90 yuta. Aget pisan semeton, bos.",neutral,neutral,neutral,neutral,positive,neutral
Pajero sampun ganteng ring jaba lan madue daya sane becik taler .,neutral,positive,neutral,positive,neutral,neutral
"Tiang nganggen Honda Brio Satya E sane all New, bos, punika nyaman pisan lan becik, napi malih santukan punika merek H, harga jualnyane taler stabil.",neutral,neutral,positive,neutral,positive,neutral
"Awak Xenia sampun oke, wantah perlu ganti batis, dumogi semeton seneng sareng modifikasi",neutral,neutral,neutral,positive,neutral,neutral
"Manut titiang, saking segi kenyamanan, Pajero Sport sane anyar puniki sampun sinah unggul lan joh lebih nyaman tekening Fortuner sane anyar puniki, sane manut titiang keras pisan.",neutral,neutral,negative,neutral,neutral,neutral
Pamuputne tiang meli Avanza sawireh sujatine tangguh tur hargane masih terjangkau .,neutral,positive,neutral,neutral,positive,neutral
"Masih, Mobilio inggih punika mobil MPV keluarga kelas menengah bawah sane pinih becik yening saihang sareng pesaingnyane, sane pinih hemat bahan bakar, kabin sane pinih luas ngantos baris ke-3, model sane pinih manis, mesin sane pinih gelis yening saihang sareng pesaingnyane, desain interiornyane taler sane pinih becik yening saihang sareng pesaingnyane.",positive,positive,positive,positive,neutral,neutral
"Tusing ja ada ane makesyab, bos, sawireh Avanza ento ngelah fitur ane cukup lengkap aji harga ane tusing ja maal.",neutral,neutral,neutral,positive,positive,neutral
"Tiang milih Xpander soalnya kelihatan ajeg, sing murahan.",neutral,neutral,positive,neutral,neutral,neutral
Layanan purna jual Yamaha setata ngutamayang pelanggan bandingang ring laba soang-soang .,neutral,neutral,neutral,neutral,neutral,positive
"Tenaga Fortuner tuh ceningan banget, kalah jauh. Pajero Sport ajak mobil paling tangguh",neutral,positive,neutral,neutral,neutral,neutral
"Motor seri Honda Beat 2011 sane lincah lan hemat bahan bakar sane setata satya ngiring titiang ngrereh rezeki ring masa panes lan ujan, siang lan wengi.",positive,positive,neutral,neutral,neutral,neutral
"Ring sajeroning desain, Veloz punika juara, Avanza punika cara ring ungkur.",neutral,neutral,neutral,negative,neutral,neutral
"Toyota Calya puniki sujatine cocok antuk kulawarga, hemat bahan bakar pisan, hemat pisan lan nyaman kaanggen.",positive,neutral,positive,neutral,neutral,neutral
Ertiga punika wiakti dangan kaanggen .,neutral,neutral,positive,neutral,neutral,neutral
"Tiang tusing nyesel ngambil mobil Honda, tusing kirang tangguh, hemat bahan bakar, lan awet, yadiastun ngajak Jazz .",positive,positive,neutral,positive,neutral,neutral
Suku cadang Fortuner puniki dangan kapanggih ring dija ja .,neutral,neutral,neutral,positive,neutral,neutral
"Disubane ningalin Wuling Almaz, ningalin Mobilio lan Veloz ngaenang ia mirib sampah.",neutral,neutral,negative,neutral,neutral,neutral
"Pinaka pengguna Kijang Innova, titiang nenten kecewa lan puas pisan Pemeliharaan nenten mael pisan, punika becik pisan.",neutral,neutral,positive,neutral,neutral,positive
Yening katunasin milih. pastika pilih cx 3,neutral,neutral,positive,neutral,neutral,neutral
"Ternyata layanan bengkel Toyota ento lacur, ganti nambahin udara di ban, ia tuah poles dogen, apa gunane? Jelas sampun nenten cukup angin",neutral,neutral,neutral,neutral,neutral,negative
"Desain velg paduan Veloz taler sampun kagentosin, bos Majeng ring titiang, desainnyane becik pisan lan kacingak sporty, bos.",neutral,neutral,neutral,positive,neutral,neutral
beat punika cukup hemat majeng ring para sisia .,neutral,neutral,neutral,neutral,positive,neutral
"Xenia memang jos, maknyus",neutral,neutral,positive,neutral,neutral,neutral
"Xenia puniki edan, sujatine tangguh, yadiastun kaanggen ring rame-rame tetep tangguh",neutral,positive,neutral,neutral,neutral,neutral
Sane pinih ngresepang indik Daihatsu Terios inggih punika hemat bahan bakar.,positive,neutral,neutral,neutral,neutral,neutral
"Fortuner modelne kayak untuk bapak-bapak, nak Pajero cocok banget untuk anak muda.",neutral,neutral,neutral,positive,neutral,neutral
"Yening tiang lebih seneng ring Salib Datsun. Hargane lebih murah, awakne lebih kuat",neutral,neutral,neutral,positive,positive,neutral
"Desain CHR punika mishmash, rasane sekadi semeton nyingakin makudang-kudang mobil sane sampun kacopot",neutral,neutral,neutral,negative,neutral,neutral
"Wah, niki sampun murah. wantah modal DP sane wenten. prasida kaanggen ring Mobil Grab. murah tur girang, semeton kari prasida ngamolihang mobil Grab.",neutral,neutral,neutral,neutral,positive,neutral
"Karimun Wagon baang, luwih mirah.",neutral,neutral,neutral,neutral,positive,neutral
"Honda tuah menang ring segi mesin, nanging fitur lan interiorne ngeri... lan maal, kursine tipis kanti ngaenang ragane merasa rata di perjalanan sane joh.",neutral,positive,neutral,negative,negative,neutral
Avanza puniki nyaman kaanggen. cocok pisan antuk mobil keluarga. Pangargannyane nenten ja mael pisan antuk mobil sane madue spesifikasi sane layak.,neutral,neutral,positive,neutral,positive,neutral
"Avanza Veloz 1,5 tipe 1,5 G puniki nenten laris lan nenten naenin kacingak ring margi .",neutral,neutral,negative,neutral,neutral,neutral
"Oh tiang, bengkel Mitsubishi puniki sampun kaon pisan. Bengkel punika kacingak sakadi kandang.",neutral,neutral,neutral,neutral,neutral,negative
Bengkel @Hondaarista  Jatinegara sane nenten kaaptiang. Jelé . Sampun booking layanan nanging kapangandikayang ngantri.,neutral,neutral,neutral,neutral,neutral,negative
"Manut titiang, konsumsi BBM punika cukup ekonomis, sane dados titik penting saking Calya.",positive,neutral,neutral,neutral,neutral,neutral
Avanza sujatine ngadukung profesi tiange krana hemat bahan bakar.,positive,neutral,neutral,neutral,neutral,neutral
Puniki ruang tunggu bengkel @ToyotaID sane pinih nyaman. Ampun 3 jam lan kari nyaman. Layanan sane ramah. Becik pisan yening wenten Toyota.,neutral,neutral,neutral,neutral,neutral,positive
Mesin Xenia 1.300 cc punika lincah tur prasida kaanggen ring kelompok hehe.,neutral,positive,positive,neutral,neutral,neutral
"Wantah nambahin logo, hargane menek puluhan yuta",neutral,neutral,neutral,neutral,negative,neutral
Avanza punika taler pastika nyaman antuk nyetir.,neutral,neutral,positive,neutral,neutral,neutral
"Mobil iki kemahalan, bos. Menang di merek tok padahal.",neutral,neutral,neutral,neutral,negative,neutral
Suzuki Karimun GX nenten ja wantah tangguh lan madue kabin sane jimbar nanging taler hemat bahan bakar .,positive,positive,neutral,positive,neutral,neutral
Brio sane anyar pisan antuk harga sane pinih murah 135 yuta nenten patut.,neutral,neutral,neutral,neutral,negative,neutral
Sesampune nyingakin niki tiang yakin jagi numbas Honda CR - V .,neutral,neutral,positive,neutral,neutral,neutral
"Grand Livina XV AT 2008 ento sujatine ngetok, bro, tur masih cukup boros jani.",negative,negative,neutral,neutral,neutral,neutral
"Tiang lebih seneng Fortuner sawireh mirib gagah, tusing cara Pajero",neutral,neutral,negative,neutral,neutral,neutral
Majalan magae sabilang wai lebih melah nganggon Honda Vultus.,neutral,neutral,positive,neutral,neutral,neutral
Sopir sayan nyaman antuk posisi gigi sane unik. Suksma semeton Sigra.,neutral,neutral,neutral,positive,neutral,neutral
"Manut titiang, antuk layanan, HONDA becikan ring NISSAN.",neutral,neutral,neutral,neutral,neutral,negative
"Mobil sane cocok pisan lan nyaman pisan kaanggen sareng kulawarga, suara mesin sane mulus, eksterior sane nyaman, interior sane menarik, tiosan ring punika hemat bahan bakar.",positive,positive,positive,positive,neutral,neutral
Sameton nenten dados iwang milih Avanza. Suba 10 tiban lan mobil Avanza tiange masih nyidaang majalan optimal cepet.,neutral,positive,neutral,neutral,neutral,neutral
"Avanza punika timpal sane pinih becik antuk sekancan jenis jalan, ditambah hargane masih terjangkau.",neutral,neutral,positive,neutral,positive,neutral
Mesin sane tangguh lan hemat bahan bakar punika sane ngawinang akeh kulawarga ring Indonesia milih Agya dados mobil pertamanyane.,positive,positive,neutral,neutral,neutral,neutral
Jakarta - Bandung nganggen Xenia tuah ngambil galah 1 jam setengah. napi mesin sane sanget tangguh.,neutral,positive,neutral,neutral,neutral,neutral
Pribadi tiange sampun puas pisan sareng Xeli. nyaman .,neutral,neutral,positive,neutral,neutral,neutral
"Tiang nganggen Karimun sadurung mobil tiange sane mangkin, menurut tiang niki LCGC sane paling nyaman lan paling murah",neutral,neutral,positive,neutral,positive,neutral
Kelemahan Daihatsu Sigra inggih punika awaknyane rapuh lan nenten banget kedap suara saking jaba.,neutral,neutral,neutral,negative,neutral,neutral
"Toyota Avanza, MPV sane rendah antuk jaringan penjualan lan purna penjualan sane pinih ageng",neutral,neutral,positive,neutral,positive,neutral
Xenia 1000 cc punika madue penanganan sane lebih lincah lan enteng .,neutral,neutral,neutral,positive,neutral,neutral
"Wentuk Vario sane seksi ngawinang nyaman lan aman majeng ring penumpang, makasami sistemnyane canggih lan hemat bahan bakar majeng ring dompet iraga.",positive,neutral,neutral,positive,neutral,neutral
"Tiang awalne meli motor tahun 2016, suksma Ida Sang Hyang Widhi Wasa, kanti jani motor tiange masih hemat bahan bakar lan tangguh di jalan.",positive,positive,neutral,neutral,neutral,neutral
"Yening iraga saihang ring sajeroning layanan, Nissan doh unggul ring Toyota, sane ceroboh.",neutral,neutral,neutral,neutral,neutral,negative
Anake ngorahang XI lebih irit tekening LI.,negative,neutral,neutral,neutral,neutral,neutral
"Indayang dogen bandingang anggon lari, Brio pastika lebih lincah tekening Calya",neutral,negative,neutral,neutral,neutral,neutral
"Majeng ring dewek titiang, sane sampun madue TERIOS X DELUXE MT, titiang cukup puas sareng napi sane sampun titiang madue, suksma Daihatsu.",neutral,neutral,positive,neutral,neutral,neutral
Mobil tiange Xenia 1.300 cc sane hemat kaanggen .,positive,neutral,neutral,neutral,neutral,neutral
Toyota Rush puniki tangguh lan kukuh yadiastun ring medan sane curam lan nyaman ring margi sane mulus.,neutral,neutral,positive,neutral,neutral,neutral
"Mobilio narik lancar pisan, menang antuk tanah longsor yening saihang sareng Agya, kalah antuk jalan sane doh",neutral,negative,neutral,neutral,neutral,neutral
"Scoopy puniki keren pisan, awakne taler unik lan cocok antuk para yowana sane gaya",neutral,neutral,positive,positive,neutral,neutral
"Avanza 1,3 L punika sujatine hemat bahan bakar ring kecepatan 60 - 80 km/jam.",positive,neutral,neutral,neutral,neutral,neutral
Napi mawinan mobil kelas Fortuner nenten madue atap?,neutral,neutral,neutral,negative,neutral,neutral
Ajin Fortuner 4x4 puniki lebih layak yening saihang sareng Pajero Sport .,neutral,neutral,neutral,neutral,negative,neutral
"Yen Brio ento nyaman buka kene, tusing apa-apa yen makelo terjebak di lalu lintas, ragane masih lakar merasa di jumah di jero",neutral,neutral,positive,neutral,neutral,neutral
"Manut tiang, Sirion becikan antuk prarain, Brio becikan antuk dasar",neutral,neutral,neutral,positive,neutral,neutral
"Pengalaman dibi nyewa di Bali, koplingne agak tegeh dadi pas menek bukit agak keweh nahanin, dadi tusing lincah pesan yadiastun Karimun",neutral,neutral,neutral,negative,neutral,neutral
"Manut titiang, motor otomatis Honda Beat puniki cocok antuk samian kelompok, ring segi harga sane murah nanging niki nenten ngawinang produk puniki acak-acakan.",neutral,neutral,positive,neutral,positive,neutral
Penampilan Avanza puniki madue gaya crossover sane khas lan ngicenin kesan sane sportif lan agresif.,neutral,neutral,neutral,positive,neutral,neutral
"Nah, tiang tusing lali ngambil Calya anggon anggon sedina-dina",neutral,neutral,positive,neutral,neutral,neutral
"Indike punika, manut titiang, jenis Wuling Confero S 1,5 sane pinih tegeh punika langkung murah, wantah 160 yuta.",neutral,neutral,neutral,neutral,positive,neutral
"Antuk pangargannyane sane maal, mobil Avanza puniki kantun kaloktah ring krama Indonesia pinaka mobil pilihan kulawarga.",neutral,neutral,neutral,neutral,positive,neutral
"Kaliwat nénten wénten peta GPS sakadi versi sané dumun. Sujatine, cukup becik anggon lunga ka pesta kawinan di daerah-daerah ane joh ane sinyalne tusing melah. Cermin layar taler wantah nganggen kabel .",neutral,neutral,neutral,negative,neutral,neutral
"Mangda prasida ngajegang kinerja Innova puniki sane pinih becik, nenten ngamerluang biaya layanan sane akeh sakadi mobil tiange sane dumun.",neutral,neutral,neutral,neutral,neutral,positive
Kabin depan tengah dan belakang lebih lega dan nyaman PAJERO SPORT dibanding FORTUNER,neutral,neutral,neutral,negative,neutral,neutral
"Bapan tiange ngelah facelift GL 2013, kanti jani masih melah, mesine masih melah + bensin V-power, mesine tusing taen kaambil lepas",neutral,positive,positive,neutral,neutral,neutral
"Pamuput kalayanin ring bengkel Daihatsu ring warsa 2016. Yadiastun asapunika, agak mael. Ehe.",neutral,neutral,neutral,neutral,neutral,negative
"Sejangkepnyane, titiang cumpu pisan nganggen HRV .",neutral,neutral,positive,neutral,neutral,neutral
Mesin Avanza puniki kukuh tur nyaman kaanggen.,neutral,positive,positive,neutral,neutral,neutral
"Mobil Avanza nenten ja mael pisan, nanging madue akeh fitur sane ngadukung.",neutral,neutral,neutral,positive,positive,neutral
"Yening awak Ertiga sampun oke, sampun minimalis, nanging tarikannyane sujati alon",neutral,negative,neutral,positive,neutral,neutral
Tiang ngadukung mobil Fortuner,neutral,neutral,positive,neutral,neutral,neutral
"Honda Beat sujatine ngresepang yening kantong ragane tipis nenten naenin rewel, mesine tetep lancar yadiastun ragane ngajak ring perjalanan sane doh sabilang wai",neutral,positive,positive,neutral,neutral,neutral
"Calya taler malaib cukup gelis, keren pisan",neutral,positive,neutral,neutral,neutral,neutral
Lacurne Veloz masih nganggon lampu halogen tusing LED bosne .,neutral,neutral,neutral,negative,neutral,neutral
HRV puniki madue kursi ultra mawinan semeton prasida makta barang sane tegeh utawi mengkeb barang ring sor kursi. sampun keren.,neutral,neutral,neutral,positive,neutral,neutral
Honda Brio puniki cukup ekonomis ring kelasnyane .,neutral,neutral,neutral,neutral,positive,neutral
"Ring sajeroning layanan majeng ring konsumen, Daihatsu kantun becikan ring Toyota.",neutral,neutral,neutral,neutral,neutral,negative
"Wantah muatang galah abulan anggen pra-mesen Fortuner, nenten sakadi Xpander, sane muatang galah awarsa.",neutral,neutral,neutral,neutral,neutral,negative
"Scoopy mirib kakaryanin antuk para yowana, sane keren pisan",neutral,neutral,positive,neutral,neutral,neutral
"Tiang demen pisan sareng pilihan mobil Avanza puniki, madue daya sane becik lan tangguh.",neutral,positive,neutral,neutral,neutral,neutral
"4 warsa nganggen Altis, sampun mabukti mesin mobil puniki sujatine tangguh",neutral,positive,neutral,neutral,neutral,neutral
Tiang dogen ane merasa yen Xenia ento liu nganggon bensin Apa sujatine keto?,negative,neutral,neutral,neutral,neutral,neutral
Pajero Sport lah! Fitur keamanannyane becikan ring Fortuner .,neutral,neutral,neutral,negative,neutral,neutral
"Njrit, ento maal pesan, perawatan Vario tuah perlu ganti oli mesin lan poros, yen ada ane perlu ganti, tiang lakar ganti dewek tiange, tiang lebih milih ngeluarang modal abedik anggon meli toolkit anggon bongkar sepeda motor ketimbang ngaba ke bengkel perbaikan tehorss a tondpair sane sah,",neutral,neutral,neutral,neutral,neutral,negative
"CHR = harga sane kalintang, kirang saking fitur sane becik",neutral,neutral,neutral,negative,negative,neutral
Bengkel Honda sane nyedot bro! Kaliwat telat. Bengkel sane wenten ring sampingne sampun tepat waktu. #mecatet,neutral,neutral,neutral,neutral,neutral,negative
keren pajero bro... fortuner lakar liwat..,neutral,neutral,negative,neutral,neutral,neutral
Yamaha Aerox 155 percepatan vva punika sujatine sane pinih duur.,neutral,positive,neutral,neutral,neutral,neutral
"sendok sane keren. Hemat bahan bakar, nenten wenten ribut yadiastun rikala kagentosin jarak sane doh. Nenten akeh nglebur jinah ritatkala ngayahin.",positive,neutral,positive,neutral,neutral,positive
"Daihatsu Sigra, tangki bahan bakarnyane rawan bocor santukan kakaryanin saking plastik.",neutral,neutral,neutral,negative,neutral,neutral
"Manut tiang, mobil puniki agak whiny, alias ia liu ngelah masalah, manut tiang",neutral,neutral,negative,neutral,neutral,neutral
"Mac tiange Grand Livina XV nyaman pisan, nenten naenin wenten pikobet sane signifikan. Nissan sane pinih duur",neutral,neutral,positive,neutral,neutral,neutral
Altis tiange warsa 2001 puniki istimewa pisan .,neutral,neutral,positive,neutral,neutral,neutral
"Desain Unibody puniki ngicenin Avanza lebih kemampuan menahan beban lan punika silih sinunggil poin yening saihang sareng pesaingnyane, bos.",neutral,neutral,neutral,positive,neutral,neutral
Tiang tusing nawang ngudiang tiang ningalin mobil ene tusing proporsional uli sisi - ungkur .,neutral,neutral,neutral,negative,neutral,neutral
"Manut titiang, Fortuner menang doh ring sajeroning kemewahan yening saihang sareng Pajero, sane rustik pisan.",neutral,neutral,negative,neutral,neutral,neutral
Manut titiang pribadi: Vario 150 2018 puniki wantah ganti baju kemanten. Mesin lan remnyane kirang memuaskan santukan nenten wenten sane mecikang.,neutral,negative,neutral,negative,neutral,neutral
"Manut mekanik punika, Xenia punika mobil sane ekonomis. hemat bahan bakar (ngamolihang 1:12).",positive,neutral,neutral,neutral,neutral,neutral
Yening wenten prestise HRV... pastika pacang dados juara iriki,neutral,neutral,positive,neutral,neutral,neutral
"Adin tiange masih nganggon HRV nanging ane 1500, yen tiang negak di kursi belakang ento nyaman tur luas pesan.",neutral,neutral,neutral,positive,neutral,neutral
"Sore puniki tiang singgah ring toko mobil Toyota Bintaro, mataken indik mobil Avanza punika. Layanan anak luh jualan ento tusing ja ramah pesan. Anake ane buka keto dadi dagang mobil .",neutral,neutral,neutral,neutral,neutral,negative
Wuling Confero inggih punika mobil sane nyaman kaanggen ring kulawarga.,neutral,neutral,positive,neutral,neutral,neutral
"Honda HRV CVT punika alon (ten uning sane 1,8).",neutral,neutral,neutral,negative,neutral,neutral
Suzuki Samian Ertiga Baru Mangkin Lebih Maal,neutral,neutral,neutral,neutral,negative,neutral
Ajin Ignis punika becik pisan antuk mobil sane ajinnyane kadi asapunika.,neutral,neutral,neutral,neutral,positive,neutral
"Pangargan Toyota sampun mael pisan, kualitas sayan rered, layanan purna jual sayan rered",neutral,neutral,negative,neutral,negative,negative
Layanan Toyota nenten naenin ngawinang kecewa,neutral,neutral,neutral,neutral,neutral,positive
Vario punika joh lebih boros tekening Mio .,negative,neutral,neutral,neutral,neutral,neutral
"Suspensi Pajero Sport ne becik, bro, nenten fortuner",neutral,neutral,neutral,negative,neutral,neutral
"Yadiastun awak Honda Brio tusing apa-apa, yen mesine tusing melah, apa gunane?",neutral,negative,neutral,positive,neutral,neutral
"Toyota Rush puniki dangan antuk miara, akeh wenten bengkel ring dija-dija.",neutral,neutral,neutral,neutral,neutral,positive
"Ngantos mangkin, merek mobil sane pinih ngledangin titiang secara keseluruhan: nilai, kualitas mobil, layanan purna jual kantun Toyota.",neutral,neutral,positive,neutral,positive,neutral
"Tiang demen teken Brio sawireh lincah tur lincah pesan ngaba dija ja, Calya joh lebih rendah.",neutral,negative,neutral,neutral,neutral,neutral
"Manut titiang, GL puniki nyaman antuk nyetir saking perspektif sopir.",neutral,neutral,positive,neutral,neutral,neutral
Wuling Cortez puniki kacingak joh lebih nyaman tekening Avanza .,neutral,neutral,negative,neutral,neutral,neutral
sujatine tresna teken pilihan warna Honda Jazz sane sanget menggemaskan .,neutral,neutral,neutral,positive,neutral,neutral
"Kijang Kapsul luas nanging boros bensin, Avanza hemat nanging cupit, huh",positive,neutral,neutral,negative,neutral,neutral
Tiang lebih seneng Mobilio krana ring segi daya ia unggul .,neutral,positive,neutral,neutral,neutral,neutral
"Mitsubishi puniki wantah mobil sane dangan kapiara, becik pisan",neutral,neutral,neutral,neutral,neutral,positive
"Daya tahan mesin mobil Wuling Confero L taler ageng, mawinan akeh sane numbas antuk taksi online.",neutral,positive,neutral,neutral,neutral,neutral
"Daya Jazz punika wiakti becik, yening saihang sareng Brio, punika doh lebih rendah",neutral,negative,neutral,neutral,neutral,neutral
Tiang lebih condong yen VRZ ngelah daya tarikne padidi,neutral,neutral,positive,neutral,neutral,neutral
fitur lengkap antuk kapasitas cc sane pateh lan daya sane agengan... Sirion madue keuntungan sane lebih,neutral,positive,neutral,positive,neutral,neutral
